time,open,sentiment
2021-01-13 00:15:00,20.1,0.03541162790697675
2021-01-13 00:30:00,20.1,0.06057326732673266
2021-01-13 00:45:00,20.1,0.058813286713286686
2021-01-13 01:00:00,20.1,0.04522367346938778
2021-01-13 01:15:00,20.1,0.10337603305785119
2021-01-13 01:30:00,20.1,0.10979523809523814
2021-01-13 01:45:00,20.1,0.05102698412698416
2021-01-13 02:00:00,20.1,0.05421747572815534
2021-01-13 02:15:00,20.1,0.11076699029126215
2021-01-13 02:30:00,20.1,0.04357571428571429
2021-01-13 02:45:00,20.1,-0.017263953488372098
2021-01-13 03:00:00,20.1,0.041432203389830516
2021-01-13 03:15:00,20.1,0.13959894179894175
2021-01-13 03:30:00,20.1,0.01845948275862069
2021-01-13 03:45:00,20.15,0.03376762589928059
2021-01-13 04:00:00,20.15,0.18374679487179485
2021-01-13 04:15:00,20.15,0.14925511811023626
2021-01-13 04:30:00,20.15,-0.008069879518072285
2021-01-13 04:45:00,20.15,0.06944941860465113
2021-01-13 05:00:00,20.15,0.04927552083333333
2021-01-13 05:15:00,20.36,0.04895906976744187
2021-01-13 05:30:00,20.36,0.07415687732342006
2021-01-13 05:45:00,20.36,0.07985735849056605
2021-01-13 06:00:00,20.36,0.10712650176678451
2021-01-13 06:15:00,20.1,0.07525771812080538
2021-01-13 06:30:00,20.25,0.03735358090185675
2021-01-13 06:45:00,20.47,0.06480814814814818
2021-01-13 07:00:00,20.32,0.05725077951002226
2021-01-13 07:15:00,20.2499,0.08989020501138945
2021-01-13 07:30:00,20.2601,0.04601599999999999
2021-01-13 07:45:00,20.44,0.0716998207885304
2021-01-13 08:00:00,20.39,0.06300168195718653
2021-01-13 08:15:00,20.36,0.06378795336787556
2021-01-13 08:30:00,20.37,0.04719809069212414
2021-01-13 08:45:00,20.42,0.03334080410607354
2021-01-13 09:00:00,22.33,0.02929823943661974
2021-01-13 09:15:00,22.93,0.07349784422809456
2021-01-13 09:30:00,25.905,0.08578923076923071
2021-01-13 09:45:00,29.01,0.06938414133114205
2021-01-13 10:00:00,27.4122,0.0724416958654519
2021-01-13 10:15:00,28.6301,0.07987679856115108
2021-01-13 10:30:00,31.1244,0.06776855256954255
2021-01-13 10:45:00,33.07,0.0673773045822102
2021-01-13 11:00:00,38.39,0.08982404580152664
2021-01-13 11:15:00,31.7501,0.09508946648426797
2021-01-13 11:30:00,31.24,0.0822090476190475
2021-01-13 11:45:00,30.9462,0.08739806848112378
2021-01-13 12:00:00,32.3299,0.08810493601462499
2021-01-13 12:15:00,34.29,0.08357441457068512
2021-01-13 12:30:00,33.1,0.08828064202334619
2021-01-13 12:45:00,31.88,0.08513867660764213
2021-01-13 13:00:00,32.56,0.08704303797468352
2021-01-13 13:15:00,33.465,0.09523428827215759
2021-01-13 13:30:00,33.3097,0.0801343297974927
2021-01-13 13:45:00,32.8,0.08629385026737965
2021-01-13 14:00:00,33.255,0.09301014109347433
2021-01-13 14:15:00,33.03,0.07143163265306109
2021-01-13 14:30:00,32.9899,0.09328601532567049
2021-01-13 14:45:00,31.3135,0.09477796610169481
2021-01-13 15:00:00,32.105,0.07534567343867558
2021-01-13 15:15:00,31.3998,0.10538769657724326
2021-01-13 15:30:00,31.1,0.12331809908998988
2021-01-13 15:45:00,31.31,0.09466961883408066
2021-01-13 16:00:00,31.15,0.11240082352941157
2021-01-13 16:15:00,31.38,0.11918243774574036
2021-01-13 16:30:00,32.77,0.10662954545454532
2021-01-13 16:45:00,32.2,0.08394198174706645
2021-01-13 17:00:00,32.19,0.09432908847184991
2021-01-13 17:15:00,32.12,0.08095679999999997
2021-01-13 17:30:00,32.75,0.12122411693057246
2021-01-13 17:45:00,32.57,0.09777713226205174
2021-01-13 18:00:00,32.42,0.08061784776902882
2021-01-13 18:15:00,32.49,0.11029611650485427
2021-01-13 18:30:00,32.39,0.09874227212681624
2021-01-13 18:45:00,32.4001,0.13003288288288273
2021-01-13 19:00:00,32.7,0.10317028231797909
2021-01-13 19:15:00,32.7,0.09104751879699231
2021-01-13 19:30:00,32.7,0.11566400000000002
2021-01-13 19:45:00,32.7,0.10240486409155936
2021-01-13 20:00:00,32.7,0.11326362068965506
2021-01-13 20:15:00,32.7,0.07102979719188768
2021-01-13 20:30:00,32.7,0.10267526717557246
